mapping_address,address,latitude,longitude,region_code,state,country
Sydney Mount Pritchard,"Mount Pritchard NSW 2170, Australia",-33.9023133,150.9008242,0,NSW,Australia
Otago South Dunedin,"South Dunedin, Dunedin 9012, New Zealand",-45.8913835,170.5027657,1,,New Zealand
Sydney Leumeah,"Leumeah NSW 2560, Australia",-34.0534144,150.8301066,0,NSW,Australia
Sydney Belrose,"Belrose NSW 2085, Australia",-33.72828990000001,151.2179132,0,NSW,Australia
Darwin Berrimah,"Berrimah NT 0828, Australia",-12.4398965,130.9251438,0,NT,Australia
Northam & Wheatbelt Wyalkatchem,"Wyalkatchem WA 6485, Australia",-31.1808352,117.3819356,0,,Australia
Perth Leederville,"Leederville WA 6007, Australia",-31.9318924,115.8413063,0,,Australia
Melbourne Kensington,"Kensington VIC 3031, Australia",-37.7941207,144.9276659,0,VIC,Australia
Marlborough Fairhall,"Fairhall 7272, New Zealand",-41.5299924,173.8821303,1,,New Zealand
Sydney Northbridge,"Northbridge NSW 2063, Australia",-33.811597,151.2159446,0,NSW,Australia
ACT Acton,"Acton ACT 2601, Australia",-35.2758848,149.1142774,0,ACT,Australia
Melbourne Clyde,"Clyde VIC 3978, Australia",-38.1284823,145.3217471,0,VIC,Australia
Yorke Peninsula & Clare Valley Port Wakefield,"Port Wakefield SA 5550, Australia",-34.184031,138.1535173,0,SA,Australia
"Bendigo, Goldfields & Macedon Ranges Huntly","Bendigo VIC 3550, Australia",-36.75961960000001,144.2785764,0,VIC,Australia
Auckland St Heliers,"St Heliers, Auckland, New Zealand",-36.8627525,174.8564058,1,,New Zealand
Gosford & Central Coast Toukley,"Toukley NSW 2263, Australia",-33.263838,151.5409676,0,NSW,Australia
"Newcastle, Maitland & Hunter Boolaroo","Boolaroo NSW 2284, Australia",-32.9526508,151.6231985,0,NSW,Australia
Perth Jindalee,"Jindalee WA 6036, Australia",-31.650742,115.6921259,0,,Australia
Adelaide Salisbury South,"Salisbury South SA 5106, Australia",-34.7807877,138.6408398,0,SA,Australia
"Newcastle, Maitland & Hunter Mayfield","Newcastle NSW, Australia",-32.9282712,151.7816802,0,NSW,Australia
Sydney Mount Annan,"Mount Annan NSW 2567, Australia",-34.0598824,150.7607157,0,NSW,Australia
Brisbane Spring Hill,"Spring Hill QLD, Australia",-27.4611647,153.026552,0,QLD,Australia
Melbourne Ripponlea,"Ripponlea VIC 3185, Australia",-37.8765878,144.9953278,0,VIC,Australia
Auckland Mount Albert,"Mount Albert, Auckland, New Zealand",-36.88408099999999,174.7155805,1,,New Zealand
Sydney Bondi,"Bondi Beach, NSW 2026, Australia",-33.8914755,151.2766845,0,NSW,Australia
Brisbane Eatons Hill,"Eatons Hill QLD 4037, Australia",-27.3418551,152.9491767,0,QLD,Australia
Adelaide Hills & Barossa Hahndorf,"Hahndorf SA 5245, Australia",-35.0288939,138.8095918,0,SA,Australia
Melbourne Cranbourne North,"Cranbourne North VIC 3977, Australia",-38.074153,145.2714705,0,VIC,Australia
Brisbane Bundamba,"Bundamba QLD 4304, Australia",-27.6035857,152.8095691,0,QLD,Australia
Mackay & Coalfields Hay Point,"Hay Point QLD 4740, Australia",-21.2927517,149.2558927,0,QLD,Australia
Sydney Hammondville,"Hammondville NSW 2170, Australia",-33.94831240000001,150.9553562,0,NSW,Australia
Wellington Silverstream,"Silverstream, Upper Hutt 5019, New Zealand",-41.1475991,175.0119686,1,,New Zealand
Waikato Pokeno,"Pōkeno, New Zealand",-37.244512,175.020188,1,,New Zealand
Lismore & Far North Coast Brunswick Heads,"Brunswick Heads NSW 2483, Australia",-28.5414127,153.5477651,0,NSW,Australia
Yarra Valley & High Country Bethanga,"Bethanga VIC 3691, Australia",-36.1250474,147.0986059,0,VIC,Australia
Toowoomba & Darling Downs Clifton,"Toowoomba QLD, Australia",-27.5598212,151.9506696,0,QLD,Australia
Northern QLD Aitkenvale,"Aitkenvale QLD 4814, Australia",-19.2991072,146.7684499,0,QLD,Australia
Adelaide Camden Park,"Camden Park SA 5038, Australia",-34.9737464,138.539614,0,SA,Australia
Northern QLD Townsville,"Townsville City QLD 4810, Australia",-19.2598781,146.8136596,0,QLD,Australia
Cairns & Far North Portsmith,"Portsmith QLD, Australia",-16.9414902,145.767801,0,QLD,Australia
Central & South East TAS Dover,"Tasmania, Australia",-42.0409059,146.8087322,0,,Australia
Sydney Arncliffe,"Arncliffe NSW 2205, Australia",-33.93915010000001,151.1478116,0,NSW,Australia
Brisbane Stones Corner,"Stones Corner QLD, Australia",-27.498707,153.0466779,0,QLD,Australia
"Bendigo, Goldfields & Macedon Ranges Malmsbury","Malmsbury VIC 3446, Australia",-37.1888122,144.3851255,0,VIC,Australia
Sydney St Andrews,"St Andrews NSW 2566, Australia",-34.0197745,150.8334745,0,NSW,Australia
Brisbane West Ipswich,"West Ipswich QLD 4305, Australia",-27.6186075,152.7494714,0,QLD,Australia
Mornington Peninsula & Bass Coast Somerville,"Somerville VIC 3912, Australia",-38.2238031,145.1757973,0,VIC,Australia
Blue Mountains & Central West Lithgow,"Lithgow NSW 2790, Australia",-33.48114899999999,150.136782,0,NSW,Australia
Wagga Wagga & Riverina Griffith,"Wagga Wagga NSW 2650, Australia",-35.1025977,147.3655103,0,NSW,Australia
"Bendigo, Goldfields & Macedon Ranges North Bendigo","North Bendigo VIC 3550, Australia",-36.7367572,144.2777207,0,VIC,Australia
Gladstone & Central QLD Springsure,"Springsure QLD 4722, Australia",-24.1179072,148.0883946,0,QLD,Australia
Sydney Enfield,"Enfield NSW 2136, Australia",-33.889399,151.0953174,0,NSW,Australia
Adelaide Hillcrest,"Adelaide SA, Australia",-34.9284989,138.6007456,0,SA,Australia
South West Coast VIC Cobden,"Victoria, Australia",-36.9847807,143.3906074,0,,Australia
Toowoomba & Darling Downs Goondiwindi,"Toowoomba QLD, Australia",-27.5598212,151.9506696,0,QLD,Australia
Mackay & Coalfields Andergrove,"217 Shakespeare St, Mackay QLD 4740, Australia",-21.1477304,149.185157,0,QLD,Australia
Melbourne Thomastown,"Thomastown VIC 3074, Australia",-37.6787568,144.999386,0,VIC,Australia
Perth Embleton,"Embleton WA 6062, Australia",-31.9031574,115.9105479,0,,Australia
Melbourne Wantirna,"Wantirna VIC 3152, Australia",-37.8479567,145.2289289,0,VIC,Australia
Auckland Ellerslie,"Ellerslie, Auckland, New Zealand",-36.8996982,174.8161917,1,,New Zealand
Northern QLD Hughenden,"Hughenden QLD 4821, Australia",-20.8447823,144.1978387,0,QLD,Australia
Somerset & Lockyer,"Somerset, QLD, Australia",-26.9764219,152.3565156,0,QLD,Australia
Auckland Whenuapai,"Whenuapai, Auckland, New Zealand",-36.792756,174.61307,1,,New Zealand
Sydney Llandilo,"Llandilo NSW 2747, Australia",-33.7051542,150.7574825,0,NSW,Australia
Sydney Galston,"Galston NSW 2159, Australia",-33.6532375,151.0471145,0,NSW,Australia
Brisbane Annerley,"Annerley QLD, Australia",-27.5138962,153.0309346,0,QLD,Australia
Bairnsdale & Gippsland Lakes Entrance,"Lakes Entrance VIC 3909, Australia",-37.8777465,147.9941435,0,VIC,Australia
Port Macquarie & Mid North Coast,"Port Macquarie NSW 2444, Australia",-31.4349036,152.9001817,0,NSW,Australia
South West Coast VIC Geelong,"Geelong VIC 3220, Australia",-38.1492994,144.3598426,0,VIC,Australia
Adelaide Kent Town,"Kent Town SA 5067, Australia",-34.9202708,138.6188177,0,SA,Australia
South West Coast VIC Grovedale,"Grovedale VIC 3216, Australia",-38.20688690000001,144.3402631,0,VIC,Australia
"Bendigo, Goldfields & Macedon Ranges Maryborough","Maryborough QLD 4650, Australia",-25.5384947,152.7034191,0,QLD,Australia
"Newcastle, Maitland & Hunter Fingal Bay","Fingal Bay NSW 2315, Australia",-32.7497587,152.1688193,0,NSW,Australia
Adelaide Henley Beach,"Henley Beach SA 5022, Australia",-34.9137431,138.4967796,0,SA,Australia
Brisbane Kallangur,"Kallangur QLD 4503, Australia",-27.2507456,152.9926509,0,QLD,Australia
Bunbury & South West Manjimup,"Manjimup WA 6258, Australia",-34.2432421,116.1453181,0,,Australia
Perth Beeliar,"Beeliar WA 6164, Australia",-32.13608410000001,115.811645,0,,Australia
Mt Gambier & Limestone Coast Robe,"Mount Gambier SA 5290, Australia",-37.8284406,140.7806761,0,SA,Australia
Otago Maori Hill,"Maori Hill, Dunedin 9010, New Zealand",-45.8584088,170.500311,1,,New Zealand
Bairnsdale & Gippsland Sale,"Bairnsdale VIC 3875, Australia",-37.8365866,147.5993731,0,VIC,Australia
Sydney Wolli Creek,"Wolli Creek NSW 2205, Australia",-33.9300999,151.1542138,0,NSW,Australia
Northam & Wheatbelt Williams,"Northam WA 6401, Australia",-31.6539634,116.6619872,0,,Australia
Toowoomba & Darling Downs Aubigny,"Aubigny QLD 4401, Australia",-27.5216168,151.6424703,0,QLD,Australia
"Bendigo, Goldfields & Macedon Ranges Daylesford","Daylesford VIC 3460, Australia",-37.3414092,144.142784,0,VIC,Australia
Sydney Rosehill,"Rosehill NSW 2142, Australia",-33.8239653,151.0212029,0,NSW,Australia
Lismore & Far North Coast Tumbulgum,"Tumbulgum NSW 2490, Australia",-28.2745082,153.4623815,0,NSW,Australia
Gold Coast Broadbeach Waters,"Broadbeach Waters QLD 4218, Australia",-28.0293767,153.4100467,0,QLD,Australia
Gosford & Central Coast Kangy Angy,"Gosford NSW 2250, Australia",-33.426667,151.341667,0,NSW,Australia
Perth Subiaco,"Subiaco WA 6008, Australia",-31.9470195,115.8240278,0,,Australia
Sydney Petersham,"Petersham NSW 2049, Australia",-33.8965615,151.1525265,0,NSW,Australia
Auckland Ardmore,"Ardmore, New Zealand",-37.0399599,174.9891238,1,,New Zealand
Sydney Thornleigh,"Thornleigh NSW 2120, Australia",-33.7261881,151.0841008,0,NSW,Australia
Somerset & Lockyer Mulgowie,"Mulgowie QLD 4341, Australia",-27.7291553,152.3641477,0,QLD,Australia
Tasman East Takaka,"East Tākaka 7183, New Zealand",-40.9099963,172.8264715,1,,New Zealand
ACT Parkes,"Parkes ACT 2600, Australia",-35.2984644,149.1299902,0,ACT,Australia
Brisbane Zillmere,"Zillmere QLD 4034, Australia",-27.359467,153.0382229,0,QLD,Australia
Melbourne Highett,"Highett VIC 3190, Australia",-37.9490959,145.0460123,0,VIC,Australia
Perth Currambine,"Currambine WA 6028, Australia",-31.7350917,115.7451643,0,,Australia
Toowoomba & Darling Downs Lundavra,"Toowoomba QLD, Australia",-27.5598212,151.9506696,0,QLD,Australia
Bay of Plenty Waihi Beach,"Waihi Beach, New Zealand",-37.4076175,175.9356284,1,,New Zealand
Perth,"Perth WA, Australia",-31.9513993,115.8616783,0,,Australia
Sydney Eastern Creek,"Eastern Creek NSW 2766, Australia",-33.8102184,150.85064,0,NSW,Australia
Sydney Rhodes,"Rhodes NSW 2138, Australia",-33.8288194,151.0889325,0,NSW,Australia
Toowoomba & Darling Downs Tara,"Toowoomba QLD, Australia",-27.5598212,151.9506696,0,QLD,Australia
Adelaide Hilton,"233 Victoria Square, Adelaide SA 5000, Australia",-34.9290548,138.599041,0,SA,Australia
Katherine & Northern Australia Gove,"Katherine NT 0850, Australia",-14.4519683,132.2698623,0,NT,Australia
Sydney Wareemba,"Wareemba NSW 2046, Australia",-33.8574937,151.1323094,0,NSW,Australia
Gold Coast Tallebudgera Valley,"Tallebudgera Valley QLD 4228, Australia",-28.1385629,153.3965932,0,QLD,Australia
Sydney North Sydney,"North Sydney NSW 2060, Australia",-33.8368103,151.2072705,0,NSW,Australia
Brisbane Oxley,"Oxley QLD 4075, Australia",-27.553142,152.9738944,0,QLD,Australia
Adelaide Reynella,"Reynella SA 5161, Australia",-35.0999675,138.5216932,0,SA,Australia
Perth Ellenbrook,"Ellenbrook WA, Australia",-31.7802196,115.9685156,0,,Australia
Auckland Bucklands Beach,"Bucklands Beach, Auckland, New Zealand",-36.8704533,174.9065142,1,,New Zealand
Perth Perth Airport,"Perth Airport WA 6105, Australia",-31.9486098,115.9724147,0,,Australia
Perth Rockingham,"Rockingham WA 6168, Australia",-32.2780969,115.7351399,0,,Australia
Horsham & Grampians Edenhope,"Edenhope VIC 3318, Australia",-37.03582859999999,141.2984777,0,VIC,Australia
Coober Pedy & Outback SA,"Coober Pedy SA 5723, Australia",-29.013516,134.7544219,0,SA,Australia
Sydney Little Bay,"Little Bay NSW 2036, Australia",-33.9816991,151.2403321,0,NSW,Australia
Gold Coast Nerang,"Nerang QLD 4211, Australia",-27.9893655,153.3364827,0,QLD,Australia
Sydney Londonderry,"Londonderry NSW 2753, Australia",-33.65509520000001,150.7338168,0,NSW,Australia
Hawkes Bay Karamu,"Karamu, New Zealand",-39.6361775,176.8802754,1,,New Zealand
Sydney Waterfall,"Waterfall NSW 2233, Australia",-34.1353824,150.9927448,0,NSW,Australia
Adelaide Hills & Barossa Woodside,"Woodside SA 5244, Australia",-34.9530018,138.8750778,0,SA,Australia
Brisbane Clontarf,"Clontarf QLD, Australia",-27.2472803,153.0827328,0,QLD,Australia
Adelaide Hills & Barossa Shea-Oak Log,"Shea-Oak Log SA 5371, Australia",-34.51475490000001,138.8191072,0,SA,Australia
Sydney West Ryde,"West Ryde NSW 2114, Australia",-33.8077091,151.0887126,0,NSW,Australia
Devonport & North West Ulverstone,"Devonport TAS 7310, Australia",-41.1800656,146.3502862,0,TAS,Australia
Brisbane Sinnamon Park,"Sinnamon Park QLD, Australia",-27.5454226,152.9447526,0,QLD,Australia
Adelaide Mawson Lakes,"Mawson Lakes SA 5095, Australia",-34.8111486,138.6149026,0,SA,Australia
Brisbane Virginia,"Virginia QLD, Australia",-27.3745391,153.0623864,0,QLD,Australia
Brisbane Dunwich,"Brisbane QLD, Australia",-27.4704528,153.0260341,0,QLD,Australia
Southern Highlands & Tablelands Yass,"Yass NSW 2582, Australia",-34.8277755,148.9083038,0,NSW,Australia
Melbourne Brentford Square,"Brentford Square, Forest Hill VIC 3131, Australia",-37.8370056,145.1840103,0,VIC,Australia
Melbourne Hallam,"Hallam VIC 3803, Australia",-38.0063441,145.273282,0,VIC,Australia
Adelaide Penfield,"Penfield, NY 14526, USA",43.1303407,-77.475551,3,, USA
Auckland Hauraki,"Hauraki, Auckland 0622, New Zealand",-36.7973772,174.778972,1,,New Zealand
Blue Mountains & Central West Jenolan,"Jenolan NSW 2790, Australia",-33.8181705,150.0219782,0,NSW,Australia
"Geraldton, Gascoyne & Midwest Mount Magnet","Geraldton WA 6530, Australia",-28.7761346,114.611295,0,,Australia
Adelaide Oaklands Park,"Oaklands Park SA 5046, Australia",-35.013249,138.5438411,0,SA,Australia
Wellington Eastbourne,"Wellington Quay, Eastbourne BN23, UK",50.7969901,0.3298371,3,, UK
Northam & Wheatbelt Grass Valley,"Grass Valley WA 6403, Australia",-31.6350592,116.7941749,0,,Australia
Brisbane Shailer Park,"Shailer Park QLD 4128, Australia",-27.650829,153.1835047,0,QLD,Australia
Sunshine Coast Mountain Creek,"Mountain Creek QLD 4557, Australia",-26.7021688,153.0976072,0,QLD,Australia
Wellington Papakowhai,"Papakōwhai, Porirua 5024, New Zealand",-41.1153328,174.8634682,1,,New Zealand
Perth Yanchep,"Yanchep WA 6035, Australia",-31.5481086,115.6367536,0,,Australia
Hobart Bridgewater,"Bridgewater TAS 7030, Australia",-42.7346143,147.2406549,0,TAS,Australia
Yarra Valley & High Country Narre Warren East,"Narre Warren East VIC 3804, Australia",-37.9633935,145.3417995,0,VIC,Australia
Wellington Lower Hutt,"Lower Hutt, New Zealand",-41.212695,174.8996648,1,,New Zealand
Cairns & Far North Walkamin,"Walkamin QLD 4872, Australia",-17.1303504,145.4262495,0,QLD,Australia
Perth South Guildford,"South Guildford WA 6055, Australia",-31.9099503,115.9664516,0,,Australia
Adelaide Station Arcade,"52 Hindley St, Adelaide SA 5000, Australia",-34.9226811,138.5973562,0,SA,Australia
Broome & Kimberley Kununurra,"Kununurra WA 6743, Australia",-15.7783483,128.7439001,0,,Australia
Darwin Woolner,"Woolner NT 0820, Australia",-12.4339379,130.8507349,0,NT,Australia
Sydney Cabarita,"Cabarita NSW 2137, Australia",-33.8480388,151.1143338,0,NSW,Australia
Sydney Cranebrook,"Cranebrook NSW 2749, Australia",-33.71929739999999,150.7087705,0,NSW,Australia
"Bendigo, Goldfields & Macedon Ranges Kyneton","Kyneton VIC 3444, Australia",-37.2490932,144.4532075,0,VIC,Australia
Brisbane Windsor,"Windsor QLD 4030, Australia",-27.4326765,153.0320137,0,QLD,Australia
Adelaide Woodville,"Woodville SA 5011, Australia",-34.8789633,138.5369358,0,SA,Australia
Albany & Great Southern Katanning,"Albany Hwy & Great Southern Hwy, Cranbrook WA 6321, Australia",-34.3171585,117.5218321,0,,Australia
Wellington Paraparaumu,"Paraparaumu, New Zealand",-40.915496,175.007312,1,,New Zealand
Marlborough Witherlea,"Witherlea, Blenheim, New Zealand",-41.5382865,173.9587022,1,,New Zealand
Melbourne Prahran,"Prahran VIC 3181, Australia",-37.8507947,145.0027616,0,VIC,Australia
"Bendigo, Goldfields & Macedon Ranges Darley","Bendigo VIC 3550, Australia",-36.75961960000001,144.2785764,0,VIC,Australia
Wellington Crofton Downs,"Crofton Downs, Wellington 6035, New Zealand",-41.2552623,174.7640728,1,,New Zealand
"Wollongong, Illawarra & South Coast St George","Wollongong NSW 2500, Australia",-34.4248336,150.8931132,0,NSW,Australia
Sydney St Ives,"St. Ives NSW 2075, Australia",-33.7271364,151.1657578,0,NSW,Australia
Sydney Ingleburn,"Ingleburn NSW 2565, Australia",-34.0044124,150.8630229,0,NSW,Australia
Canterbury Waiau,"Waiau, New Zealand",-42.6562604,173.0409736,1,,New Zealand
"Newcastle, Maitland & Hunter Callaghan","Newcastle NSW, Australia",-32.9282712,151.7816802,0,NSW,Australia
Gold Coast Miami,"Miami QLD 4220, Australia",-28.0673732,153.4406129,0,QLD,Australia
Cairns & Far North Yarrabah,"Yarrabah QLD 4871, Australia",-16.9073478,145.8665531,0,QLD,Australia
Western QLD Cloncurry,"Cloncurry QLD 4824, Australia",-20.7068535,140.5053246,0,QLD,Australia
Melbourne Templestowe,"Templestowe VIC 3106, Australia",-37.7595787,145.1338475,0,VIC,Australia
Mornington Peninsula & Bass Coast,"Victoria, Australia",-38.2854053,145.093449,0,,Australia
Lismore & Far North Coast Pottsville,"Pottsville, PA 17901, USA",40.6877265,-76.1970575,3,, USA
Brisbane Morayfield,"Morayfield QLD 4506, Australia",-27.1053809,152.9476706,0,QLD,Australia
Sydney Haberfield,"Haberfield NSW 2045, Australia",-33.8804879,151.138849,0,NSW,Australia
Hawkes Bay Whakatu,"Whakatu, New Zealand",-39.6035609,176.8922512,1,,New Zealand
Adelaide Smithfield Plains,"Smithfield Plains SA 5114, Australia",-34.676285,138.6764994,0,SA,Australia
Adelaide Lockleys,"Lockleys SA 5032, Australia",-34.9259959,138.5290326,0,SA,Australia
Bunbury & South West Eaton,"Bunbury WA 6230, Australia",-33.3270001,115.6408421,0,,Australia
Horsham & Grampians Nhill,"Nhill VIC 3418, Australia",-36.33278,141.6503408,0,VIC,Australia
Brisbane Cleveland,"Cleveland QLD, Australia",-27.5252337,153.2790934,0,QLD,Australia
Northern QLD Daydream Island,"Daydream Island, Whitsundays QLD, Australia",-20.2557672,148.8139285,0,QLD,Australia
Sydney Rockdale,"Rockdale NSW 2216, Australia",-33.9529076,151.1375572,0,NSW,Australia
Brisbane Dutton Park,"Dutton Park QLD, Australia",-27.4954044,153.025192,0,QLD,Australia
Brisbane Redbank,"Redbank QLD 4301, Australia",-27.6010394,152.8687958,0,QLD,Australia
Melbourne West Melbourne,"West Melbourne VIC 3003, Australia",-37.8089044,144.9290625,0,VIC,Australia
Sydney Willoughby,"Willoughby NSW 2068, Australia",-33.8071041,151.199349,0,NSW,Australia
Auckland Favona,"Favona, Auckland, New Zealand",-36.9521666,174.8023185,1,,New Zealand
Sydney Cremorne,"Cremorne NSW 2090, Australia",-33.8292068,151.22822,0,NSW,Australia
Western QLD Mornington,"Mornington QLD 4825, Australia",-20.7354176,139.4964503,0,QLD,Australia
Sydney Burwood,"Burwood NSW 2134, Australia",-33.8773941,151.1036621,0,NSW,Australia
"Geraldton, Gascoyne & Midwest Sunset Beach","Geraldton WA 6530, Australia",-28.7761346,114.611295,0,,Australia
Perth Bedfordale,"Bedfordale WA 6112, Australia",-32.1745399,116.0506365,0,,Australia
Northern QLD Bohle,"Bohle QLD 4818, Australia",-19.253574,146.7193377,0,QLD,Australia
Melbourne Mernda,"Mernda VIC 3754, Australia",-37.5996872,145.0886978,0,VIC,Australia
Melbourne East Melbourne,"East Melbourne VIC 3002, Australia",-37.81032829999999,144.9834796,0,VIC,Australia
Waikato,"Waikato District, Waikato, New Zealand",-37.6190862,175.023346,1,,New Zealand
Perth Kensington,"Kensington St, East Perth WA 6004, Australia",-31.9500112,115.8764714,0,,Australia
Hawkes Bay Hastings,"Hastings 4122, New Zealand",-39.6395359,176.8461514,1,,New Zealand
Sydney Panania,"Panania NSW 2213, Australia",-33.9570344,151.0033758,0,NSW,Australia
Adelaide Kurralta Park,"Kurralta Park SA 5037, Australia",-34.94959910000001,138.5644377,0,SA,Australia
Sydney Chatswood,"Chatswood NSW 2067, Australia",-33.7960696,151.1780469,0,NSW,Australia
Sydney Menangle,"Menangle NSW 2568, Australia",-34.1483549,150.7217285,0,NSW,Australia
Adelaide Fulham,"Fulham SA 5024, Australia",-34.9263742,138.517636,0,SA,Australia
Dubbo & Central NSW Parkes,"Dubbo NSW 2830, Australia",-32.2443908,148.614418,0,NSW,Australia
Bunbury & South West Busselton,"Busselton WA 6280, Australia",-33.6554927,115.3500188,0,,Australia
Otago Mosgiel,"Mosgiel, New Zealand",-45.87390569999999,170.3475837,1,,New Zealand
Adelaide Elizabeth,"Elizabeth SA 5112, Australia",-34.7216115,138.6692119,0,SA,Australia
Blue Mountains & Central West Oberon,"Oberon NSW 2787, Australia",-33.7037204,149.8542595,0,NSW,Australia
Perth Fremantle,"Fremantle WA 6160, Australia",-32.0517901,115.755096,0,,Australia
"Newcastle, Maitland & Hunter Islington","Hunter St & Maitland Rd, Islington NSW 2296, Australia",-32.9195918,151.7513186,0,NSW,Australia
Sydney Ashfield,"Ashfield NSW 2131, Australia",-33.8889,151.1249,0,NSW,Australia
Sydney Toongabbie,"Toongabbie NSW 2146, Australia",-33.7841326,150.95429,0,NSW,Australia
Dubbo & Central NSW Forbes,"Dubbo NSW 2830, Australia",-32.2443908,148.614418,0,NSW,Australia
Brisbane Redland Bay,"Redland Bay QLD, Australia",-27.6124586,153.3030618,0,QLD,Australia
Brisbane Sunnybank Hills,"Sunnybank Hills QLD, Australia",-27.5994583,153.058524,0,QLD,Australia
"Newcastle, Maitland & Hunter Elermore Vale","Elermore Vale NSW 2287, Australia",-32.9173208,151.665178,0,NSW,Australia
Sydney Revesby,"Revesby NSW 2212, Australia",-33.9452471,151.018035,0,NSW,Australia
Auckland Glenfield,"Glenfield, Auckland, New Zealand",-36.7820205,174.7208788,1,,New Zealand
Dubbo & Central NSW Baradine,"Baradine NSW 2396, Australia",-30.9461083,149.0698064,0,NSW,Australia
Devonport & North West Shearwater,"Devonport TAS 7310, Australia",-41.1800656,146.3502862,0,TAS,Australia
Sydney Avalon,"Avalon, Avalon Beach NSW 2107, Australia",-33.633061,151.329329,0,NSW,Australia
"Bendigo, Goldfields & Macedon Ranges Creswick","Creswick VIC 3363, Australia",-37.4194312,143.8947368,0,VIC,Australia
Auckland Paerata,"Paerata, New Zealand",-37.16497469999999,174.8938672,1,,New Zealand
Sydney Claymore,"Sydney NSW, Australia",-33.8688197,151.2092955,0,NSW,Australia
"Newcastle, Maitland & Hunter Salamander Bay","Salamander Bay NSW 2317, Australia",-32.7268343,152.0792076,0,NSW,Australia
Sydney Belfield,"Belfield NSW 2191, Australia",-33.9077521,151.086885,0,NSW,Australia
Adelaide Hills & Barossa Roseworthy,"Roseworthy SA 5371, Australia",-34.5341167,138.7468836,0,SA,Australia
Sydney Wilton,"Sydney NSW, Australia",-33.8688197,151.2092955,0,NSW,Australia
Sydney Hillsdale,"Sydney NSW, Australia",-33.8688197,151.2092955,0,NSW,Australia
Perth Koongamia,"Koongamia WA 6056, Australia",-31.9063,116.0405558,0,,Australia
Yorke Peninsula & Clare Valley Kadina,"Kadina SA 5554, Australia",-33.9632646,137.7148587,0,SA,Australia
Katherine & Northern Australia Gapuwiyak,"Gapuwiyak NT 0880, Australia",-12.5000153,135.8060084,0,NT,Australia
"Wollongong, Illawarra & South Coast Huskisson","Wollongong NSW 2500, Australia",-34.4248336,150.8931132,0,NSW,Australia
South West Coast VIC Waurn Ponds,"Waurn Ponds VIC 3216, Australia",-38.2111153,144.3019017,0,VIC,Australia
Gisborne,"Gisborne, New Zealand",-38.6640913,178.0227931,1,,New Zealand
South West Coast VIC Bell Park,"Bell Park VIC 3215, Australia",-38.1101266,144.3375256,0,VIC,Australia
Perth Forrestdale,"Forrestdale WA 6112, Australia",-32.1480088,115.937137,0,,Australia
Horsham & Grampians,"71 Pynsent St, Horsham VIC 3400, Australia",-36.7156645,142.1982736,0,VIC,Australia
Sydney Winston Hills,"Winston Hills NSW 2153, Australia",-33.7733393,150.9695242,0,NSW,Australia
Wellington Karori,"Karori, Wellington, New Zealand",-41.2848761,174.7369384,1,,New Zealand
Brisbane Sandgate,"Sandgate QLD, Australia",-27.3208078,153.0701735,0,QLD,Australia
Adelaide Christies Beach,"Christies Beach SA 5165, Australia",-35.1392579,138.4741924,0,SA,Australia
Melbourne Sunbury,"Sunbury VIC 3429, Australia",-37.5787769,144.7116286,0,VIC,Australia
Adelaide Kidman Park,"Kidman Park SA 5025, Australia",-34.9138046,138.5277805,0,SA,Australia
Sydney Miranda,"Miranda NSW 2228, Australia",-34.0299364,151.1055499,0,NSW,Australia
Brisbane Fortitude Valley,"Fortitude Valley QLD, Australia",-27.457826,153.0356579,0,QLD,Australia
"Wollongong, Illawarra & South Coast Albion Park","Albion Park NSW 2527, Australia",-34.5755371,150.7764301,0,NSW,Australia
Sydney Hurlstone Park,"Hurlstone Park NSW 2193, Australia",-33.9099627,151.128903,0,NSW,Australia
Auckland Royal Oak,"Royal Oak, Auckland, New Zealand",-36.9106233,174.7695643,1,,New Zealand
Adelaide North Adelaide,"North Adelaide SA 5006, Australia",-34.9083198,138.5919105,0,SA,Australia
"Wollongong, Illawarra & South Coast Narooma","Narooma NSW 2546, Australia",-36.2205883,150.1329238,0,NSW,Australia
Canterbury Governors Bay,"Governors Bay 8971, New Zealand",-43.6237336,172.648445,1,,New Zealand
Sydney Killara,"Killara NSW 2071, Australia",-33.7677125,151.1580393,0,NSW,Australia
Melbourne Jacana,"Jacana VIC 3047, Australia",-37.687232,144.9128564,0,VIC,Australia
"Bendigo, Goldfields & Macedon Ranges Gisborne","Gisborne VIC 3437, Australia",-37.49400929999999,144.589637,0,VIC,Australia
Tamworth & North West NSW Caroona,"Caroona NSW 2343, Australia",-31.4068398,150.4259194,0,NSW,Australia
Northam & Wheatbelt Narembeen,"Narembeen WA 6369, Australia",-32.066473,118.395085,0,,Australia
Otago Balclutha,"Balclutha, New Zealand",-46.2343847,169.7460167,1,,New Zealand
Wagga Wagga & Riverina Temora,"Wagga Wagga NSW 2650, Australia",-35.1025977,147.3655103,0,NSW,Australia
Dubbo & Central NSW Coolah,"Dubbo NSW 2830, Australia",-32.2443908,148.614418,0,NSW,Australia
Taranaki Stratford,"Stratford, New Zealand",-39.3379897,174.28411,1,,New Zealand
Perth North Fremantle,"North Fremantle WA 6159, Australia",-32.0336564,115.7533011,0,,Australia
Perth Mount Hawthorn,"Mount Hawthorn WA 6016, Australia",-31.9195875,115.8356067,0,,Australia
