mapping_address,address,latitude,longitude,region_code,state,country
Melbourne Elsternwick,"Elsternwick VIC 3185, Australia",-37.8849536,145.0059691,0,VIC,Australia
Waikato Te Awamutu,"Te Awamutu, New Zealand",-38.0087105,175.3210648,1,,New Zealand
"Tumut, Snowy & Monaro Cooma","Tumut St, Cooma NSW 2630, Australia",-36.2360609,149.1161901,0,NSW,Australia
Bunbury & South West Broadwater,"Bunbury WA 6230, Australia",-33.3270001,115.6408421,0,,Australia
Richmond & Hawkesbury Windsor,"Windsor NSW 2756, Australia",-33.606782,150.82046,0,NSW,Australia
Sydney Earlwood,"Earlwood NSW 2206, Australia",-33.9241073,151.1255927,0,NSW,Australia
Brisbane Beenleigh,"Beenleigh QLD 4207, Australia",-27.7150151,153.1939492,0,QLD,Australia
Wagga Wagga & Riverina,"Wagga Wagga NSW 2650, Australia",-35.1025977,147.3655103,0,NSW,Australia
Brisbane Booval,"Booval QLD 4304, Australia",-27.614358,152.788861,0,QLD,Australia
Brisbane Coopers Plains,"Coopers Plains QLD, Australia",-27.5704325,153.0381708,0,QLD,Australia
"Tumut, Snowy & Monaro Bombala","Bombala NSW 2632, Australia",-36.9108684,149.240079,0,NSW,Australia
Coober Pedy & Outback SA Innamincka,"Coober Pedy SA 5723, Australia",-29.013516,134.7544219,0,SA,Australia
Sydney Greenwich,"Greenwich NSW 2065, Australia",-33.8351158,151.1850513,0,NSW,Australia
Auckland Wiri,"Wiri, Auckland, New Zealand",-37.0060675,174.8552808,1,,New Zealand
Brisbane Woolloongabba,"Woolloongabba QLD, Australia",-27.486534,153.035968,0,QLD,Australia
Auckland Flat Bush,"Flat Bush, Auckland, New Zealand",-36.9673481,174.9247278,1,,New Zealand
Melbourne Mickleham,"Mickleham VIC 3064, Australia",-37.5346231,144.9057665,0,VIC,Australia
Sydney Turrella,"Turrella NSW 2205, Australia",-33.9307172,151.1433506,0,NSW,Australia
Gosford & Central Coast Watanobbi,"Watanobbi NSW 2259, Australia",-33.2676468,151.4258337,0,NSW,Australia
Melbourne Fairfield,"Fairfield VIC 3078, Australia",-37.7790074,145.0181267,0,VIC,Australia
Bundaberg & Wide Bay Burnett Bargara,"Bundaberg Central QLD 4670, Australia",-24.8661024,152.3488923,0,QLD,Australia
Sunshine Coast Caloundra West,"Caloundra West QLD 4551, Australia",-26.8030768,153.0929648,0,QLD,Australia
Perth Neerabup,"Neerabup WA 6031, Australia",-31.6819959,115.75079,0,,Australia
Adelaide Glenelg,"Glenelg SA 5045, Australia",-34.980383,138.5131191,0,SA,Australia
West Gippsland & Latrobe Valley Flynn,"Gippsland, VIC, Australia",-37.5831982,147.4627259,0,VIC,Australia
Northern QLD Charters Towers,"Charters Towers QLD 4820, Australia",-20.0769637,146.2601362,0,QLD,Australia
Darwin Shoal Bay,"Shoal Bay NSW 2315, Australia",-32.7262404,152.1745666,0,NSW,Australia
Melbourne Chadstone,"Chadstone VIC 3148, Australia",-37.8810091,145.0959519,0,VIC,Australia
Ballarat & Central Highlands Armstrong,"Ballarat Central VIC 3350, Australia",-37.5610117,143.8549159,0,VIC,Australia
Richmond & Hawkesbury Mcgraths Hill,"McGraths Hill NSW 2756, Australia",-33.6179506,150.8419976,0,NSW,Australia
Gladstone & Central QLD Moura,"Gladstone Central QLD 4680, Australia",-23.8415948,151.2497708,0,QLD,Australia
Brisbane Brisbane Market,"385 Sherwood Rd, Rocklea QLD 4106, Australia",-27.5360073,153.0007126,0,QLD,Australia
Ballarat & Central Highlands Mount Clear,"Ballarat Central VIC 3350, Australia",-37.5610117,143.8549159,0,VIC,Australia
Brisbane Camp Hill,"Camp Hill QLD, Australia",-27.4982559,153.076164,0,QLD,Australia
Wellington Grenada Village,"Grenada Village, Wellington, New Zealand",-41.2003296,174.8296122,1,,New Zealand
Sydney Alexandria,"Alexandria NSW 2015, Australia",-33.9080273,151.1902576,0,NSW,Australia
Sydney Castle Hill,"Castle Hill NSW 2154, Australia",-33.7348232,151.0030714,0,NSW,Australia
"Newcastle, Maitland & Hunter Warners Bay","Warners Bay NSW 2282, Australia",-32.9745721,151.6476831,0,NSW,Australia
Coffs Harbour & North Coast Macksville,"Coffs Harbour NSW 2450, Australia",-30.2962013,153.1138924,0,NSW,Australia
Northam & Wheatbelt Beverley,"Northam WA 6401, Australia",-31.6539634,116.6619872,0,,Australia
Wagga Wagga & Riverina Coleambally,"Wagga Wagga NSW 2650, Australia",-35.1025977,147.3655103,0,NSW,Australia
Broome & Kimberley,"Broome WA 6725, Australia",-17.96182,122.236998,0,,Australia
Melbourne Lyndhurst,"Lyndhurst VIC 3975, Australia",-38.0705008,145.2467167,0,VIC,Australia
West Gippsland & Latrobe Valley Ellinbank,"Ellinbank St, Newborough VIC 3825, Australia",-38.1784926,146.3002191,0,VIC,Australia
Sydney Guildford West,"Guildford West NSW 2161, Australia",-33.8511636,150.9664875,0,NSW,Australia
Perth Spearwood,"Spearwood WA 6163, Australia",-32.1037193,115.7826495,0,,Australia
Perth West Perth,"West Perth WA 6005, Australia",-31.9473071,115.8464309,0,,Australia
Sydney Banksmeadow,"Banksmeadow NSW 2019, Australia",-33.9448433,151.2160287,0,NSW,Australia
Adelaide Brompton,"Brompton SA 5007, Australia",-34.8991863,138.5752022,0,SA,Australia
Mildura & Murray,"Mildura VIC 3500, Australia",-34.2067651,142.1367157,0,VIC,Australia
Blue Mountains & Central West Leura,"Leura NSW 2780, Australia",-33.712307,150.3312467,0,NSW,Australia
Somerset & Lockyer Gatton,"Gatton QLD 4343, Australia",-27.5570725,152.2769644,0,QLD,Australia
ACT Kippax,"Kippax, UK",53.766869,-1.370976,3,, UK
Melbourne Clayton,"Clayton VIC 3168, Australia",-37.9145479,145.127492,0,VIC,Australia
Melbourne Ashburton,"Ashburton VIC 3147, Australia",-37.8636015,145.0811189,0,VIC,Australia
Perth Cottesloe,"Cottesloe WA 6011, Australia",-31.98966699999999,115.7597955,0,,Australia
Adelaide Gawler,"Gawler St, Seaview Downs SA 5049, Australia",-35.0343243,138.5386728,0,SA,Australia
Brisbane Woodford,"Brisbane Woodford Rd, King Scrub QLD 4521, Australia",-27.1779547,152.8268428,0,QLD,Australia
Brisbane Springfield,"Springfield QLD 4300, Australia",-27.6541767,152.9170441,0,QLD,Australia
Sydney Westleigh,"Westleigh NSW 2120, Australia",-33.7204496,151.0681715,0,NSW,Australia
Toowoomba & Darling Downs Chinchilla,"Toowoomba QLD, Australia",-27.5598212,151.9506696,0,QLD,Australia
Hervey Bay & Fraser Coast,"Hervey Bay QLD 4655, Australia",-25.2881539,152.7676633,0,QLD,Australia
Perth Beckenham,"Beckenham WA 6107, Australia",-32.0211861,115.956507,0,,Australia
Perth Bentley,"462 Scarborough Beach Rd, Osborne Park WA 6017, Australia",-31.9055027,115.8088638,0,,Australia
Brisbane Capalaba,"Capalaba QLD 4157, Australia",-27.5354669,153.1971252,0,QLD,Australia
Adelaide Stepney,"Stepney SA 5069, Australia",-34.9119445,138.6307261,0,SA,Australia
West Coast Reefton,"Reefton, New Zealand",-42.1195039,171.8622754,1,,New Zealand
Melbourne Eltham,"Eltham VIC 3095, Australia",-37.718984,145.1460687,0,VIC,Australia
Gosford & Central Coast Berkeley Vale,"Gosford NSW 2250, Australia",-33.426667,151.341667,0,NSW,Australia
"Newcastle, Maitland & Hunter Karuah","Newcastle NSW, Australia",-32.9282712,151.7816802,0,NSW,Australia
Sydney Parramatta,"Parramatta NSW 2150, Australia",-33.814785,151.0017218,0,NSW,Australia
Brisbane Ascot,"Ascot QLD, Australia",-27.4306893,153.0621285,0,QLD,Australia
Brisbane Northern Suburbs,"Queensland, Australia",-27.2949218,152.9441293,0,,Australia
Mornington Peninsula & Bass Coast Mount Martha,"Mount Martha VIC 3934, Australia",-38.26962150000001,145.018367,0,VIC,Australia
Auckland Rodney & North Shore,"North Shore, Hauraki, Auckland, New Zealand",-36.7964749,174.7660032,1,,New Zealand
Adelaide Seaford Heights,"Seaford Heights SA 5169, Australia",-35.1932154,138.4949854,0,SA,Australia
Sydney Concord West,"Concord West NSW 2138, Australia",-33.8397028,151.0882021,0,NSW,Australia
"Geraldton, Gascoyne & Midwest Denham","283 Marine Terrace, Geraldton WA 6530, Australia",-28.77663549999999,114.604606,0,,Australia
Northern QLD Collinsville,"Collinsville QLD 4804, Australia",-20.5530632,147.8442539,0,QLD,Australia
Northland Kaikohe,"Kaikohe, New Zealand",-35.4059867,173.8032186,1,,New Zealand
Bay of Plenty Whakarewarewa,"Whakarewarewa, Rotorua, New Zealand",-38.1597436,176.2538993,1,,New Zealand
Mackay & Coalfields Glenden,"Glenden QLD 4743, Australia",-21.3556489,148.1152169,0,QLD,Australia
Sydney Pemulwuy,"Pemulwuy NSW 2145, Australia",-33.8158742,150.9208808,0,NSW,Australia
Wellington Porirua,"Porirua, New Zealand",-41.1380517,174.8472141,1,,New Zealand
Brisbane Waterford West,"Waterford West QLD 4133, Australia",-27.6860709,153.1205271,0,QLD,Australia
South West Coast VIC Corio,"Corio VIC 3214, Australia",-38.0741708,144.3585808,0,VIC,Australia
Ballarat & Central Highlands Mount Pleasant,"Mount Pleasant VIC 3350, Australia",-37.5758811,143.8553066,0,VIC,Australia
Gisborne Gisborne Central,"Central Street, Whataupoko, Gisborne 4010, New Zealand",-38.6556921,178.0311181,1,,New Zealand
Melbourne South Wharf,"South Wharf VIC 3006, Australia",-37.8243947,144.9523191,0,VIC,Australia
Hobart Glenorchy,"Hobart TAS 7000, Australia",-42.8826055,147.3257196,0,TAS,Australia
"Bendigo, Goldfields & Macedon Ranges Castlemaine","Castlemaine VIC 3450, Australia",-37.06328999999999,144.2172327,0,VIC,Australia
Auckland Glendene,"Glendene, Auckland, New Zealand",-36.8902227,174.6547032,1,,New Zealand
Melbourne Brunswick,"Brunswick VIC 3056, Australia",-37.7670402,144.9621239,0,VIC,Australia
"Geraldton, Gascoyne & Midwest Carnarvon","Carnarvon WA 6701, Australia",-24.8838363,113.6570584,0,,Australia
Perth Mount Lawley,"Mount Lawley WA 6050, Australia",-31.934454,115.8721588,0,,Australia
Melbourne Spotswood,"Spotswood VIC 3015, Australia",-37.8298089,144.8863391,0,VIC,Australia
Canterbury Timaru Port,"Timaru Port, Timaru 7910, New Zealand",-44.3922497,171.2515566,1,,New Zealand
Sydney Northmead,"Northmead NSW 2152, Australia",-33.789095,150.9954125,0,NSW,Australia
Sydney Sydenham,"Sydenham NSW 2044, Australia",-33.915376,151.1680402,0,NSW,Australia
Sydney Arndell Park,"Arndell Park NSW 2148, Australia",-33.7878243,150.8759624,0,NSW,Australia
Yorke Peninsula & Clare Valley Moonta,"Moonta SA 5558, Australia",-34.0692119,137.5850998,0,SA,Australia
Sydney Elderslie,"Elderslie NSW 2570, Australia",-34.0602491,150.7111475,0,NSW,Australia
Melbourne Doncaster East,"Doncaster East VIC 3109, Australia",-37.7891081,145.1619649,0,VIC,Australia
Bairnsdale & Gippsland,"Bairnsdale VIC 3875, Australia",-37.8365866,147.5993731,0,VIC,Australia
Waikato Taupo Central,"Waikato Street, Taupō 3330, New Zealand",-38.6793418,176.0829343,1,,New Zealand
Auckland Warkworth,"Warkworth, New Zealand",-36.3969464,174.6606836,1,,New Zealand
Perth Swan View,"Swan View WA 6056, Australia",-31.8858536,116.0522609,0,,Australia
Gosford & Central Coast Niagara Park,"Niagara Park NSW 2250, Australia",-33.3849216,151.3548653,0,NSW,Australia
Gold Coast Reedy Creek,"Reedy Creek QLD 4227, Australia",-28.1099597,153.4055706,0,QLD,Australia
"Newcastle, Maitland & Hunter Morisset","Maitland NSW 2320, Australia",-32.7315527,151.5525086,0,NSW,Australia
ACT Forrest,"Forrest ACT 2603, Australia",-35.3143954,149.1295828,0,ACT,Australia
Melbourne Melbourne Airport,"Melbourne Airport (MEL), Melbourne Airport VIC 3045, Australia",-37.6699188,144.8403449,0,VIC,Australia
Adelaide Hills & Barossa Lenswood,"Lenswood SA 5240, Australia",-34.9177954,138.8327286,0,SA,Australia
ACT Weston Creek,"Weston Creek, ACT 2611, Australia",-35.3422805,149.0523287,0,ACT,Australia
Broome & Kimberley Derby,"Broome WA 6725, Australia",-17.96182,122.236998,0,,Australia
Sydney Casula Mall,"1 Ingham Dr, Casula NSW 2170, Australia",-33.9480704,150.8994542,0,NSW,Australia
Sydney Granville,"Granville NSW 2142, Australia",-33.8354575,151.0095056,0,NSW,Australia
Albury Area Lavington,"Albury NSW 2640, Australia",-36.0751193,146.9094852,0,NSW,Australia
Perth Kewdale,"Kewdale WA 6105, Australia",-31.9721726,115.9343971,0,,Australia
Sydney Barden Ridge,"Barden Ridge NSW 2234, Australia",-34.0318637,151.0087918,0,NSW,Australia
Shepparton & Goulburn Valley Euroa,"Euroa VIC 3666, Australia",-36.7511359,145.5708149,0,VIC,Australia
Albury Area Moama,"Albury NSW 2640, Australia",-36.0751193,146.9094852,0,NSW,Australia
Brisbane Alderley,"Alderley QLD 4051, Australia",-27.4253256,153.0011531,0,QLD,Australia
Brisbane Inala,"Inala QLD 4077, Australia",-27.5967027,152.9684869,0,QLD,Australia
Hawkes Bay,"Hawke's Bay, New Zealand",-39.6016597,176.5804473,1,,New Zealand
Sydney Stanhope Gardens,"Stanhope Gardens NSW 2768, Australia",-33.718078,150.9256047,0,NSW,Australia
Melbourne Eden Park,"Melbourne VIC, Australia",-37.8136276,144.9630576,0,VIC,Australia
Gold Coast Helensvale,"Helensvale QLD, Australia",-27.9159865,153.3345536,0,QLD,Australia
Otago Oamaru,"Oamaru 9400, New Zealand",-45.0965979,170.9714456,1,,New Zealand
Brisbane Wakerley,"Wakerley QLD, Australia",-27.4831003,153.1506396,0,QLD,Australia
Sydney Five Dock,"Five Dock NSW 2046, Australia",-33.8692538,151.1295659,0,NSW,Australia
Richmond & Hawkesbury South Windsor,"South Windsor NSW 2756, Australia",-33.6226213,150.8034773,0,NSW,Australia
Gold Coast Upper Coomera,"Upper Coomera QLD 4209, Australia",-27.8523261,153.2993694,0,QLD,Australia
Sydney Campsie,"Campsie NSW 2194, Australia",-33.9087356,151.1010267,0,NSW,Australia
Auckland Karaka,"Karaka, New Zealand",-37.1387594,174.8830288,1,,New Zealand
Sydney Kingsway West,"436/438 Stoney Creek Rd, Kingsgrove NSW 2208, Australia",-33.9510958,151.0917035,0,NSW,Australia
Sydney Glendenning,"Glendenning NSW 2761, Australia",-33.7461349,150.8536426,0,NSW,Australia
Adelaide Paralowie,"Paralowie SA 5108, Australia",-34.758203,138.6133623,0,SA,Australia
South West Coast VIC Torquay,"Torquay VIC 3228, Australia",-38.3147752,144.3183496,0,VIC,Australia
Brisbane Daisy Hill,"Daisy Hill QLD 4127, Australia",-27.6361016,153.1548339,0,QLD,Australia
Hawkes Bay Rest of Hawkes Bay,"Hawke's Bay, New Zealand",-39.6016597,176.5804473,1,,New Zealand
Sydney Jannali,"Jannali NSW 2226, Australia",-34.0161164,151.0649493,0,NSW,Australia
Canterbury Timaru,"Timaru, New Zealand",-44.3903881,171.2372756,1,,New Zealand
Sydney Fairfield East,"Fairfield East NSW 2165, Australia",-33.8761377,150.9708095,0,NSW,Australia
"Newcastle, Maitland & Hunter Kurri Kurri","Kurri Kurri NSW 2327, Australia",-32.81723,151.4828306,0,NSW,Australia
Sydney Rozelle,"Rozelle NSW 2039, Australia",-33.8638543,151.1701171,0,NSW,Australia
Southland Mataura,"Mataura, New Zealand",-46.1939524,168.8654783,1,,New Zealand
Toowoomba & Darling Downs Kelvinhaugh,"Kelvinhaugh QLD 4401, Australia",-27.4020917,151.768493,0,QLD,Australia
Sydney Edgecliff,"Edgecliff NSW 2027, Australia",-33.8789589,151.2375895,0,NSW,Australia
Waikato Ruakura,"Ruakura, Hamilton, New Zealand",-37.7754879,175.3105273,1,,New Zealand
Canterbury Hei Hei,"Canterbury, UK",51.280233,1.0789089,3,, UK
Cairns & Far North Brinsmead,"Brinsmead QLD 4870, Australia",-16.9023248,145.7146228,0,QLD,Australia
Canterbury Harewood,"Canterbury, UK",51.280233,1.0789089,3,, UK
Adelaide Netley,"Netley SA 5037, Australia",-34.9514139,138.5493539,0,SA,Australia
West Gippsland & Latrobe Valley Warragul,"Warragul VIC 3820, Australia",-38.1635458,145.9309014,0,VIC,Australia
Melbourne Warrandyte South,"Warrandyte South VIC 3134, Australia",-37.7611439,145.2523502,0,VIC,Australia
Canterbury Christchurch,"N Holmes Rd, Canterbury CT1 1QU, UK",51.27949599999999,1.0898758,3,, UK
Southland Te Anau,"Te Anau, New Zealand",-45.41442929999999,167.7180426,1,,New Zealand
Brisbane Bribie Island,"Bribie Island, Queensland 4507, Australia",-26.9861003,153.1325243,0,,Australia
Brisbane Nudgee,"Nudgee QLD 4014, Australia",-27.36969,153.0856081,0,QLD,Australia
Sydney Coogee,"Coogee NSW 2034, Australia",-33.9189677,151.2572993,0,NSW,Australia
Albany & Great Southern Denmark,Denmark,56.26392,9.501785,3,,Denmark
Brisbane Wilston,"Wilston QLD 4051, Australia",-27.4360559,153.0170216,0,QLD,Australia
Albury Area Thurgoona,"Albury NSW 2640, Australia",-36.0751193,146.9094852,0,NSW,Australia
Sydney North Strathfield,"North Strathfield NSW 2137, Australia",-33.8572406,151.0881714,0,NSW,Australia
Perth Midland,"Midland WA 6056, Australia",-31.8918569,116.0134727,0,,Australia
Adelaide Wayville,"Wayville SA 5034, Australia",-34.9430985,138.5890231,0,SA,Australia
South West Coast VIC Ocean Grove,"Ocean Grove VIC 3226, Australia",-38.25759960000001,144.5354186,0,VIC,Australia
Melbourne Parkville,"Parkville VIC 3052, Australia",-37.7787036,144.9426083,0,VIC,Australia
"Newcastle, Maitland & Hunter Rankin Park","Rankin Park NSW 2287, Australia",-32.9248628,151.6811029,0,NSW,Australia
Darwin Pinelands,"Pinelands NT 0829, Australia",-12.459899,130.9664193,0,NT,Australia
Sydney Kingsgrove,"Kingsgrove NSW 2208, Australia",-33.9379361,151.0995447,0,NSW,Australia
Brisbane Karawatha,"Karawatha QLD, Australia",-27.6403498,153.0944355,0,QLD,Australia
Melbourne Eastern Suburbs,"Victoria, Australia",-37.7930134,145.1817407,0,,Australia
"Newcastle, Maitland & Hunter Hamilton","Hunter St & Maitland Rd, Islington NSW 2296, Australia",-32.9195918,151.7513186,0,NSW,Australia
Perth Claremont,"Claremont WA 6010, Australia",-31.9807386,115.7821812,0,,Australia
Adelaide Regency Park,"Regency Park SA 5010, Australia",-34.8601686,138.5702971,0,SA,Australia
ACT Hume,"Hume ACT 2620, Australia",-35.3937568,149.1631726,0,ACT,Australia
Brisbane Macgregor,"Macgregor QLD, Australia",-27.564811,153.0750241,0,QLD,Australia
Far West & North Central NSW Bourke,"Bourke NSW 2840, Australia",-30.0888375,145.9377648,0,NSW,Australia
Sydney Mona Vale,"Mona Vale NSW 2103, Australia",-33.6792734,151.3027199,0,NSW,Australia
Brisbane Norman Park,"Norman Park QLD, Australia",-27.4831719,153.06437,0,QLD,Australia
Brisbane Caboolture,"Caboolture QLD, Australia",-27.0849748,152.9515862,0,QLD,Australia
Perth Bayswater,"Bayswater WA 6053, Australia",-31.9155265,115.9205932,0,,Australia
Brisbane Sadliers Crossing,"Sadliers Crossing QLD 4305, Australia",-27.611387,152.746505,0,QLD,Australia
Northam & Wheatbelt Narrogin,"Narrogin WA 6312, Australia",-32.9310079,117.1781532,0,,Australia
Perth Crawley,"Crawley WA 6009, Australia",-31.9752145,115.8213483,0,,Australia
Auckland New Lynn,"New Lynn, Auckland 0600, New Zealand",-36.9089749,174.6775009,1,,New Zealand
South West Coast VIC Derrinallum,"Derrinallum VIC 3325, Australia",-37.9482168,143.2199686,0,VIC,Australia
Tasman Nelson,"Tasman, New Zealand",-41.1909769,173.0522165,1,,New Zealand
Gold Coast Ashmore,"Ashmore QLD 4214, Australia",-27.9861642,153.3803431,0,QLD,Australia
Perth O'Connor,"O'Connor WA 6163, Australia",-32.0602451,115.7911454,0,,Australia
Brisbane Salisbury,"Salisbury QLD, Australia",-27.5454221,153.0334187,0,QLD,Australia
Perth Duncraig,"Duncraig WA 6023, Australia",-31.8357748,115.7824182,0,,Australia
Devonport & North West Rosebery,"Devonport TAS 7310, Australia",-41.1800656,146.3502862,0,TAS,Australia
"Geraldton, Gascoyne & Midwest Warradarge","Geraldton WA 6530, Australia",-28.7761346,114.611295,0,,Australia
Blue Mountains & Central West Bathurst,"West Bathurst NSW 2795, Australia",-33.4077167,149.5658813,0,NSW,Australia
Adelaide Hills & Barossa Nuriootpa,"Barossa St, Nuriootpa SA 5355, Australia",-34.4733118,138.9922248,0,SA,Australia
Melbourne Lower Plenty,"Lower Plenty VIC 3093, Australia",-37.7379654,145.1153014,0,VIC,Australia
"Wollongong, Illawarra & South Coast Batemans Bay","Batemans Bay NSW 2536, Australia",-35.7162174,150.1794566,0,NSW,Australia
"Newcastle, Maitland & Hunter Eleebana","Eleebana NSW 2282, Australia",-32.9901833,151.6471805,0,NSW,Australia
Adelaide Norwood,"Norwood SA 5067, Australia",-34.9213881,138.632203,0,SA,Australia
Manawatu Waiouru Military Camp,"Waiouru Military Camp, Waiouru 4826, New Zealand",-39.4690656,175.6836877,1,,New Zealand
"Newcastle, Maitland & Hunter Newcastle West","Hunter St & Maitland Rd, Islington NSW 2296, Australia",-32.9195918,151.7513186,0,NSW,Australia
Melbourne Braybrook,"Braybrook VIC 3019, Australia",-37.7859028,144.8587417,0,VIC,Australia
Toowoomba & Darling Downs Murgon,"Toowoomba QLD, Australia",-27.5598212,151.9506696,0,QLD,Australia
Perth Inglewood,"Inglewood WA 6052, Australia",-31.92032609999999,115.8872624,0,,Australia
Perth Eastern Suburbs,"Perth WA, Australia",-31.9513993,115.8616783,0,,Australia
South West Coast VIC Avalon,"Victoria, Australia",-36.9847807,143.3906074,0,,Australia
Darwin Brinkin,"Brinkin NT 0810, Australia",-12.3704053,130.8698427,0,NT,Australia
Perth Armadale,"Armadale WA 6112, Australia",-32.1515645,116.0140386,0,,Australia
Adelaide Beverley,"Beverley SA 5009, Australia",-34.8947667,138.5491698,0,SA,Australia
Brisbane Herston,"Herston QLD, Australia",-27.4481676,153.0247958,0,QLD,Australia
Adelaide Thebarton,"Thebarton SA 5031, Australia",-34.9141911,138.5726208,0,SA,Australia
Mandurah & Peel Dudley Park,"Dudley Park WA 6210, Australia",-32.54924099999999,115.7320976,0,,Australia
Katherine & Northern Australia Nhulunbuy,"Nhulunbuy NT 0880, Australia",-12.1835392,136.7860989,0,NT,Australia
"Wollongong, Illawarra & South Coast Bomaderry","Wollongong NSW 2500, Australia",-34.4248336,150.8931132,0,NSW,Australia
Toowoomba & Darling Downs Cherbourg,"Toowoomba QLD, Australia",-27.5598212,151.9506696,0,QLD,Australia
Melbourne Clayton South,"Clayton South VIC 3169, Australia",-37.9414172,145.1261833,0,VIC,Australia
Yorke Peninsula & Clare Valley Hawker,"Yorke Peninsula, Urania SA 5573, Australia",-34.5521576,137.6797422,0,SA,Australia
Melbourne Black Rock,"Black Rock VIC 3193, Australia",-37.975381,145.0161708,0,VIC,Australia
"Kalgoorlie, Goldfields & Esperance Boulder","Boulder WA 6432, Australia",-30.7818811,121.4885929,0,,Australia
ACT Ngunnawal,"Ngunnawal ACT 2913, Australia",-35.1708509,149.1101142,0,ACT,Australia
Melbourne Sunshine West,"Sunshine West VIC 3020, Australia",-37.7946685,144.818759,0,VIC,Australia
Adelaide Virginia,"Virginia, USA",37.4315734,-78.6568942,3,, USA
Adelaide Smithfield,"Smithfield SA 5114, Australia",-34.6820808,138.6890214,0,SA,Australia
Toowoomba & Darling Downs Kingaroy,"Toowoomba QLD, Australia",-27.5598212,151.9506696,0,QLD,Australia
Western QLD Charleville,"Charleville QLD 4470, Australia",-26.4012956,146.2397636,0,QLD,Australia
Auckland Pakuranga,"Pakuranga, Auckland 2010, New Zealand",-36.9150204,174.8708764,1,,New Zealand
Northern QLD,"North Queensland, QLD, Australia",-20.7722295,144.7851531,0,QLD,Australia
Melbourne Melton South,"Melton South VIC 3338, Australia",-37.7029022,144.5749646,0,VIC,Australia
Melbourne Bayside & South Eastern Suburbs,"Bayside, VIC, Australia",-37.9333402,145.016269,0,VIC,Australia
Melbourne North Melbourne,"Melbourne VIC, Australia",-37.8136276,144.9630576,0,VIC,Australia
Gold Coast Broadbeach,"Broadbeach QLD 4218, Australia",-28.0293438,153.4311592,0,QLD,Australia
Sydney Barangaroo,"Barangaroo NSW 2000, Australia",-33.8638333,151.2015251,0,NSW,Australia
Mornington Peninsula & Bass Coast Hastings,"Hastings VIC 3915, Australia",-38.3077213,145.1837468,0,VIC,Australia
Waikato Coromandel,"155 Tiki Road, Coromandel 3506, New Zealand",-36.761287,175.4981278,1,,New Zealand
Brisbane Riverview,"Riverview QLD 4303, Australia",-27.6036247,152.8495133,0,QLD,Australia
Alice Springs & Central Australia Yulara,"Alice Springs NT 0870, Australia",-23.698042,133.8807471,0,NT,Australia
Perth Cannington,"Cannington WA 6107, Australia",-32.0180822,115.9349285,0,,Australia
Brisbane Gaythorne,"Gaythorne QLD, Australia",-27.4177567,152.982847,0,QLD,Australia
Sydney Malabar,"Malabar NSW 2036, Australia",-33.9678949,151.2510742,0,NSW,Australia
Perth South Perth,"South Perth WA 6151, Australia",-31.9725411,115.8504979,0,,Australia
Sydney Carlingford,"Carlingford NSW 2118, Australia",-33.7776913,151.0519642,0,NSW,Australia
Sydney Girraween,"Girraween NSW 2145, Australia",-33.7996857,150.9473182,0,NSW,Australia
Adelaide Largs North,"Largs North SA 5016, Australia",-34.815898,138.5011059,0,SA,Australia
Perth Warwick,"Warwick WA 6024, Australia",-31.8434595,115.8072391,0,,Australia
Auckland Mangatawhiri,"Mangatāwhiri, New Zealand",-37.2185799,175.1141634,1,,New Zealand
Auckland Helensville,"Helensville, New Zealand",-36.6740836,174.452261,1,,New Zealand
Shepparton & Goulburn Valley Katandra,"Katandra VIC 3634, Australia",-36.2360195,145.5975239,0,VIC,Australia
Alice Springs & Central Australia Yuelamu,"Alice Springs NT 0870, Australia",-23.698042,133.8807471,0,NT,Australia
Canterbury Geraldine,"Geraldine, New Zealand",-44.092301,171.2446573,1,,New Zealand
Brisbane Auchenflower,"Auchenflower QLD, Australia",-27.4755182,152.9934343,0,QLD,Australia
Sydney Ruse,"Ruse NSW 2560, Australia",-34.0726021,150.8414764,0,NSW,Australia
Brisbane Mount Gravatt,"Mount Gravatt QLD, Australia",-27.5364014,153.0671385,0,QLD,Australia
Sunshine Coast Tinbeerwah,"Tinbeerwah QLD 4563, Australia",-26.4122171,152.9827349,0,QLD,Australia
Brisbane Deception Bay,"Deception Bay QLD 4508, Australia",-27.1899784,153.0172547,0,QLD,Australia
Adelaide Campbelltown,"Campbelltown SA 5074, Australia",-34.8782891,138.6635527,0,SA,Australia
Perth Quinns Rocks,"Quinns Rocks WA 6030, Australia",-31.6605155,115.6959068,0,,Australia
Canterbury Southbridge,"Southbridge, New Zealand",-43.8117847,172.2520752,1,,New Zealand
Wagga Wagga & Riverina Hanwood,"Wagga Wagga NSW 2650, Australia",-35.1025977,147.3655103,0,NSW,Australia
Brisbane Goodna,"Goodna QLD, Australia",-27.6078652,152.8880764,0,QLD,Australia
Auckland Mount Roskill,"Mount Roskill, Auckland, New Zealand",-36.9204599,174.736359,1,,New Zealand
Auckland Waitakere,"Waitākere, Auckland, New Zealand",-36.8502886,174.5425133,1,,New Zealand
Adelaide Port Adelaide,"Port Adelaide SA 5015, Australia",-34.8442994,138.505369,0,SA,Australia
Sydney Mowbray Park,"Mowbray Park NSW 2571, Australia",-34.153485,150.5502597,0,NSW,Australia
Northam & Wheatbelt Yeal,"Yeal WA 6503, Australia",-31.4379773,115.7372638,0,,Australia
Wellington Avalon,"Wellington, New Zealand",-41.2923814,174.7787463,1,,New Zealand
